Empresa,Area,Ubicacion,Descripcion
Hijas de Juan A Harriet S.A.,Agricultura / Pesca / Ganaderia,"San Nicolas, Capital Federal","Empresa Agropecuaria, con oficina ubicada en capital federal, y con establecimientos en el interior de pais. Cria de ganado bobino, cultivo de algodon, cereales y soja."
EL CHASQUI,Agricultura / Pesca / Ganaderia,"La Cruz, Cordoba",LA EMPRESA SE DEDICA A LA CRIA Y FAENA DE AVES CON VENTA AL POR MAYOR DE LAS MISMAS. ADEMAS TENEMOS SIEMBRA PARA ABASTECIMIENTO DEL CRIADERO DE AVES.
SAN ANTONIO AGROSERVICIOS,Agricultura / Pesca / Ganaderia,"Salta, Salta","San Antonio Agroservicios es una empresa dirigida por un grupo de profesionales con experiencia en produccion y comercializacion de legumbres, citricos y granos, abastece a los mercados de Europa, Africa y Latinoamerica."
Roagro,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe","Mas de 45 anos agregando valor en agronegocios, para brindar soluciones integrales y negocios sostenibles. Combinamos tecnologia, servicios y atencion personalizada, buscando siempre la mejor experiencia para nuestros clientes. Ofrecemos soluciones innovadoras para acompanarlo en todo momento."
Miguel colombo s.a,Agricultura / Pesca / Ganaderia,"La Plata, Buenos Aires",Concesionaria oficial Massey Ferguson en La plata y General Belgrano.
Tres Ases S.A.,Agricultura / Pesca / Ganaderia,"Cipolletti, Rio Negro",Reconocida empresa dedicada a la exportacion de Frutas a Ultramar
Pedro Moscuzza e Hijos S.A,Agricultura / Pesca / Ganaderia,"Mar del Plata, Buenos Aires","El Grupo Moscuzza es unos de los tradicionales pioneros del sector pesquero industrial argentino, desarrolla con recursos humanos y materiales propios la totalidad de las funciones. Es por ello que desde el principal puerto argentino, satisface las exigentes demandas de los mercados internacionales, como asi tambien del Mercado Local."
De la Tierra,Agricultura / Pesca / Ganaderia,"Bariloche, Rio Negro","Empresa del rubro alimentos, dedicada a la venta de frutas y verduras en la ciudad de Bariloche. Con proyeccion de crecimiento en la ciudad y alrededores y 5 sucursales activas."
Taios SA,Agricultura / Pesca / Ganaderia,"Retiro, Capital Federal","Servicios empresariales, Cria de ganado, excepto la realizada en cabanas para la produccion de leche, arrendamiento, la explotacion directa o indirecta de establecimentos ruralesen los ramos de la ganaderia, agricultura, cria de caballos, etc"
maribelland.packs,Agricultura / Pesca / Ganaderia,---,"para la sede en Honduras pero en Argentina, maribel.packs.ar.test, 20200122 - tareas de developer senior test pero para el turno de noches. Modo testpara la sede en Honduras pero en Argentina, maribel.packs.ar.test, 20200122 - tareas de developer senior test pero para el turno de noches. Modo testpara la sede en Honduras pero en Argentina, maribel.packs.ar.test, 20200122 - tareas de developer senior test pero para el turno de noches. Modo testpara la sede en Honduras pero en Argentina, maribel.packs.ar.test, 20200122 - tareas de developer senior test pero para el turno de noches. Modo testpara la sede en Honduras pero en Argentina, maribel.packs.ar.test, 20200122 - tareas de developer senior test pero para el turno de noches. Modo testpara la sede en Honduras pero en Argentina, maribel.packs.ar.test, 20200122 - tareas de developer senior test pero para el turno de noches. Modo test"
Drupas SA,Agricultura / Pesca / Ganaderia,"Tupungato, Mendoza","Producimos, Acondicionamos, Comercializamos y Exportamos de Duraznos y Manzanas desde Tupungato. Somos una empresa nueva (menos de 10 anos) en Crecimiento."
AMOBLAMIENTOS CORDOBA,Agricultura / Pesca / Ganaderia,"Cordoba, Cordoba",Fabrica de muebles de Melamina (Mdf/ Aglomerado)
Adecoagro,Agricultura / Pesca / Ganaderia,"Martinez, Buenos Aires-GBA","Somos una empresa lider en la produccion agricola de Sudamerica. Poseemos mas de 246 mil hectareas propias y diversos activos industriales en las zonas mas productivas de Argentina, Brasil y Uruguay, donde producimos cerca de 1.9 millones de toneladas de productos agricolas incluyendo azucar etanol, bio-energia, arroz, maiz, trigo, soja y leche, entre otros."
Comercial Inal 2005 SA,Agricultura / Pesca / Ganaderia,"Mar del Plata, Buenos Aires",Frigorifico pesquero dedico al procesamiento y congelado de pescados y mariscos.
Finca Trinidad S.A.,Agricultura / Pesca / Ganaderia,"Chilecito, La Rioja",Finca Trinidad es una empresa familiar agroindustrial cuya principal actividad es la produccion de pasas de uva que comercializa en el mercado local y exporta a diferentes partes del mundo.
Norberto Terpolilli,Agricultura / Pesca / Ganaderia,"Bragado, Buenos Aires","Establecimiento Rural situado en la Provincia de Buenos Aires , el cual cuenta con gran conocimiento de la Poblacion y reconocido por todos . Trabajo Rural - Laboreo de la tierra y cuidado de animales."
San Miguel Global,Agricultura / Pesca / Ganaderia,"Munro, Buenos Aires","Somos una compania multinacional con mas de 60 anos de experiencia en la produccion y distribucion internacional de citricos frescos y procesados. Somos reconocidos por nuestro conocimiento, innovacion y capacidad operativa. Por ese motivo, somos el lider mundial en la produccion de citricos y contamos con operaciones en varios paises para abastecer a clientes en todo el mundo."
HyH OUTFITTERS S.A,Agricultura / Pesca / Ganaderia,"Sinsacate, Cordoba",Empresa dedicada principalmente a la actividad Agropecuaria.
Diaz & Forti SA,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe","Los desafios nacieron para ser superados. Nosotros, nacimos para trabajar en equipo y hacer que las metas se vuelvan realidad. Y sabemos que la unica forma de conseguirlo es trabajando juntos, dando lo mejor de nosotros."
SA VERACRUZ,Agricultura / Pesca / Ganaderia,"Lules, Tucuman","Es una empresa familiar ubicada en Tucuman Argentina, provincia conocida por ser el mayor productor de limones en el mundo, que produce, industrializa y comercializa el limon y sus derivados. Es propiedad de las familias Seleme - Requejo, las cuales lograron armonizar la fuerza de las nuevas generaciones con la experiencia de sus mayores."
Decofrut S.A.,Agricultura / Pesca / Ganaderia,Extranjero,---
Nueva Veterinaria Las Colonias,Agricultura / Pesca / Ganaderia,"San Fco. de Santa Fe, Santa Fe",---
Sursem S.A.,Agricultura / Pesca / Ganaderia,"Pergamino, Buenos Aires",---
Mistral Bonsai S.L.,Agricultura / Pesca / Ganaderia,Extranjero,---
Coral,Agricultura / Pesca / Ganaderia,Capital Federal,---
Artel Inc,Agricultura / Pesca / Ganaderia,Mendoza,---
Agrorgan,Agricultura / Pesca / Ganaderia,"Reconquista, Santa Fe",---
Agrofrutal,Agricultura / Pesca / Ganaderia,Buenos Aires,---
El cress Agra products,Agricultura / Pesca / Ganaderia,Extranjero,---
LDC Argentina SA,Agricultura / Pesca / Ganaderia,Capital Federal,---
Aberdeen Angus,Agricultura / Pesca / Ganaderia,Buenos Aires,---
AGROINSUMOS SA,Agricultura / Pesca / Ganaderia,"Chacarita, Capital Federal","Somos una empresa que produce vacunas inyectables para ganado y equinos, con una marca establecida en el mercado desde hace ya 50 anos. Junto a un equipo tecnico altamente capacitado, desarrollan, fabrican y comercializan, productos veterinarios y suplementaciones minerales, practicas y rentables que contribuyen al mejoramiento de las condiciones de salud y bienestar animal, solucionando asi la carencia de vitaminas y minerales, tan comunes en la explotacion ganadera."
CASA MACCHI,Agricultura / Pesca / Ganaderia,"Villa Devoto, Capital Federal","MANTENIMIENTO DE ESPACIOS VERDES, ARBOLADO PUBLICO, PODA, Y EJECUCION DE PAISAJES.REALIZACION DE PLAZAS, MANTENIMIENTO DE BARRIOS PRIVADOS Y TODO LO REFERENTE A ESPACIOS VERDES"
Cabana La Elisa S.A.,Agricultura / Pesca / Ganaderia,"San Nicolas, Capital Federal","Empresa joven dedicada al comercio tanto interior como exterior de carne vacuna, porcina y pollos, como sus derivados. Cuenta con dos locales al publico y una distribuidora, con proyectos a expandirse."
Pilaga SA,Agricultura / Pesca / Ganaderia,Buenos Aires,"Adecoagro es una de las principales empresas productoras de alimentos y energia renovable de Sudamerica. Con presencia en Argentina, Brasil y Uruguay, las actividades a las que se dedica incluyen la produccion de cereales, oleaginosas, lacteos, azucar, etanol, cafe y algodon. Desde que se creo en el ano 2002, el crecimiento de la empresa se baso en la implementacion de un modelo de produccion sustentable, trabajando en tierras propias y manejando el riesgo mediante diversificacion. El equipo humano de Adecoagro es uno de los activos mas valiosos de la empresa porque le permiten alcanzar la excelencia en el gerenciamiento gracias al nivel de formacion tecnica y la capacitacion permanente de su gente."
Rasic Hnos S.A.,Agricultura / Pesca / Ganaderia,Buenos Aires,Importante empresa Agroalimenticia
Cmymc,Agricultura / Pesca / Ganaderia,Buenos Aires,Venta de carne
Argenova Acuicultura,Agricultura / Pesca / Ganaderia,Santa Cruz,Laboratorio de experimentacion en acuicucultura. Trabajamos en el desarrollo de especies autoctonas patagonicas.
Achernar SRL,Agricultura / Pesca / Ganaderia,"Pto. Madryn, Chubut","Empresa dedicada al procesamiento de pescado, mariscos y crustaceos."
Alass S.A.,Agricultura / Pesca / Ganaderia,San Juan,"Agroturismo, Produccion agricologanadera.-"
Estancia Maria Cristina S.A.,Agricultura / Pesca / Ganaderia,"Rafaela, Santa Fe",Empresa dedicada al mercado granario
La Estelita - Carnes Premiun,Agricultura / Pesca / Ganaderia,Buenos Aires,"Carnes Premiun - Carnes Kacsher - Vinos, Quesos y Fiambres. Delivery"
Ledesma S.A.A.I.,Agricultura / Pesca / Ganaderia,"San Nicolas, Capital Federal","Empresa agroindustrial argentina lider en los mercados del azucar, alcohol, bioetanol, papel, cuadernos y repuestos escolares y frutas y jugos concentrados."
Lelfun S.A.,Agricultura / Pesca / Ganaderia,"Alberti, Buenos Aires","Historia Somos continuadores de la gestion de la empresa CASEY  MARELLI S. A., fundada en el ano 1990. Pioneros en materia de siembra directa. Ha sido nuestra constante el continuo crecimiento. Para lograrlo, formamos un equipo de trabajo donde todos los actores se esfuerzan y capacitan permanentemente. La incorporacion de herramientas de alta tecnologia contribuyo a este resultado. En un mercado de maxima competencia se debe contar con la estructura necesaria para desarrollarlo."
Lartirigoyen y cia sa,Agricultura / Pesca / Ganaderia,"Catrilo, La Pampa","Lartirigoyen y Cia. es una empresa joven, con una trayectoria de poco mas de 20 anos, que paulatinamente y en base al cumplimiento de los compromisos y el respeto de la palabra dada como valores esenciales, se ha ido convirtiendo en un jugador de peso dentro de la industria agropecuaria, especialmente en las zonas Centro y Oeste de la Provincia de Buenos Aires y Este y Norte de La Pampa Intervenimos en el acopio y acondicionamiento de productos agricolas tradicionales (soja, girasol aceitero, girasol rayado, girasol confitero, girasol oleico, maiz, trigo, sorgo, centeno, avena, cebada, etc) y en su comercializacion, haciendo de nexo entre los productores y el sector industrial o exportador. O exportando en forma directa."
La Dormida,Agricultura / Pesca / Ganaderia,Capital Federal,Importante empresa dedicada a la produccion ganadera en la provincia de Buenos Aires.
Larita,Agricultura / Pesca / Ganaderia,"San Nicolas, Buenos Aires",Nos dedicamos a la agricultura. Estamos ubicados en las cercanias de san nicolas. Es una empresa familiar
Oil & Food Argentina s.r.l,Agricultura / Pesca / Ganaderia,"Catamarca, Capital Federal",Nuestra empresa se dedica al comercio y exportacion de granos.
Finca Marilia S.A.,Agricultura / Pesca / Ganaderia,Buenos Aires,Produccion frutihorticola y congelado .
Natural field sa,Agricultura / Pesca / Ganaderia,Capital Federal,Productos Farmaceuticos Organicos
Instituto Rosenbusch S.A. de Biologia Experimental Agropecuaria,Agricultura / Pesca / Ganaderia,"Constitucion, Capital Federal","INSTITUTO ROSENBUSCH se dedica a la elaboracion de productos para la Sanidad agropecuaria. Farmaceuticos y Biologicos. Hace mas de 99 anos que ayuda a en la prevencion y erradicacion de enfermedades en Argentina y en el mundo. Empresa en continua expansion, en busca de nuevos mercados tanto geograficos como de productos."
Delaney SRL,Agricultura / Pesca / Ganaderia,Buenos Aires,Distribuidora de productos agropecuarios y otros
Compania Argentina De Tripas Naturales S.A.,Agricultura / Pesca / Ganaderia,Capital Federal,"Somos una industria frigorifica (Fabrica de chacinados, embutidos y afines/ Depostadero de Cerdo.)."
Comercio Peru S.R.L.,Agricultura / Pesca / Ganaderia,Extranjero,"Somos una empresa con proyeccion a nivel nacional - internacional, que tiene como campo de accion la comercializacion y consultoria integral(produccion agropecuaria, mercadeo, exportacion e importacion, agronegocios, investigacion por cultivos y crianzas)."
Cooperativa de trabajo Punto Carne Ltda.,Agricultura / Pesca / Ganaderia,"Mar del Plata, Buenos Aires","Venta al por mayor y menor de carnes rojas, menudencias y chacinados frescos."
Carlos Machuca,Agricultura / Pesca / Ganaderia,Buenos Aires,Empresa ganadera en crecimiento
Carest,Agricultura / Pesca / Ganaderia,Capital Federal,"Salon de belleza femenino. Ubicado en la zona de almagro,con 27 anos de trayectoria. Atendido por sus duenos."
Frigorifico Dos Principes,Agricultura / Pesca / Ganaderia,"San Telmo, Capital Federal",Venta de carnes y derivvados al mostrador
Hector Schmir S.A.,Agricultura / Pesca / Ganaderia,Mendoza,"Empresa dedicada al servicio del agro, venta de maquinarias agricolas, servicio tecnico, repuestos, etc. Nuestra mision es la satisfaccion del cliente con excelencia, calidad y compromiso, avala en la experiencia en el mercado y posicionamiento regional, con solida vision de crecimiento."
Tango Meat SA,Agricultura / Pesca / Ganaderia,Buenos Aires,"Tango Meat, a meat trading company, and Rexcel S.A., owner of an industrial plant sanitarily approved for exporting to any place in the world, in General Pacheco, Buenos Aires, Argentina, have merged to provide the fastest and most effective solution for any food importer in the world interested in obtaining meat products of proved high quality from Mercosur. From small quantities for retailers to big bulk purchases for wholesalers, we can fulfill everyone's needs."
Sociedad Rural Argentina,Agricultura / Pesca / Ganaderia,Capital Federal,Dedicada al fomento agricola ganadero
Melgratti Distribuciones SRL,Agricultura / Pesca / Ganaderia,"Sarmiento, Santa Fe","Nuestra empresa se dedica a la comercializacion de productos para el agro., Alimentos balanceados, Agroquimicos y semillas, fertilizantes. Su inicio data del ano 2003"
Almacenadora Sudamericana S.A.,Agricultura / Pesca / Ganaderia,Buenos Aires,Empresa prestadora de servicios(control de stocks)al sector agricola. Con 20 anos de experiencia. Prestamos nuestros servicios a nivel nacional.
